Time,Altitude,VerticalVelocity
52.28,8556.568,-82.367
52.33,8552.443,-82.634
52.38,8548.305,-82.891
52.43,8544.154,-83.139
52.48,8539.991,-83.376
52.53,8535.816,-83.603
52.58,8531.631,-83.818
52.63,8527.435,-84.021
52.68,8523.229,-84.213
52.73,8519.014,-84.392
52.78,8514.79,-84.559
52.83,8510.558,-84.713
52.88,8506.319,-84.856
52.93,8502.073,-84.987
52.98,8497.82,-85.107
53.03,8493.562,-85.215
53.08,8489.299,-85.313
53.13,8485.031,-85.401
53.18,8480.759,-85.48
53.23,8476.483,-85.55
53.28,8472.204,-85.613
53.33,8467.922,-85.67
53.38,8463.637,-85.722
53.43,8459.35,-85.769
53.48,8455.06,-85.813
53.53,8450.768,-85.855
53.58,8446.475,-85.897
53.63,8442.179,-85.937
53.68,8437.881,-85.979
53.73,8433.581,-86.022
53.78,8429.279,-86.068
53.83,8424.974,-86.117
53.88,8420.667,-86.17
53.93,8416.357,-86.228
53.98,8412.044,-86.291
54.03,8407.728,-86.36
54.08,8403.408,-86.437
54.13,8399.084,-86.521
54.18,8394.756,-86.612
54.23,8390.423,-86.711
54.28,8386.084,-86.818
54.33,8381.741,-86.932
54.38,8377.391,-87.055
54.43,8373.035,-87.186
54.48,8368.672,-87.324
54.53,8364.303,-87.47
54.58,8359.925,-87.623
54.63,8355.54,-87.781
54.68,8351.147,-87.945
54.73,8346.746,-88.114
54.78,8342.336,-88.287
54.83,8337.917,-88.463
54.88,8333.489,-88.642
54.93,8329.053,-88.822
54.98,8324.607,-89.003
55.03,8320.152,-89.183
55.08,8315.689,-89.362
55.13,8311.216,-89.538
55.18,8306.735,-89.711
55.23,8302.245,-89.88
55.28,8297.747,-90.043
55.33,8293.241,-90.199
55.38,8288.727,-90.346
55.43,8284.207,-90.484
55.48,8279.679,-90.611
55.53,8275.146,-90.727
55.58,8270.607,-90.83
55.63,8266.063,-90.922
55.68,8261.515,-91
55.73,8256.963,-91.065
55.78,8252.408,-91.115
55.83,8247.852,-91.151
55.88,8243.294,-91.172
55.93,8238.735,-91.179
55.98,8234.176,-91.172
56.03,8229.618,-91.151
56.08,8225.061,-91.117
56.13,8220.506,-91.069
56.18,8215.954,-91.011
56.23,8211.405,-90.941
56.28,8206.86,-90.861
56.33,8202.319,-90.774
56.38,8197.783,-90.68
56.43,8193.252,-90.58
56.48,8188.725,-90.476
56.53,8184.204,-90.369
56.58,8179.688,-90.262
56.63,8175.178,-90.154
56.68,8170.673,-90.046
56.73,8166.173,-89.941
56.78,8161.679,-89.841
56.83,8157.189,-89.745
56.88,8152.704,-89.655
56.93,8148.224,-89.572
56.98,8143.747,-89.496
57.03,8139.274,-89.429
57.08,8134.804,-89.372
57.13,8130.336,-89.324
57.18,8125.871,-89.285
57.23,8121.408,-89.257
57.28,8116.945,-89.239
57.33,8112.484,-89.23
57.38,8108.022,-89.232
57.43,8103.56,-89.244
57.48,8099.098,-89.264
57.53,8094.634,-89.292
57.58,8090.168,-89.327
57.63,8085.701,-89.37
57.68,8081.231,-89.418
57.73,8076.759,-89.47
57.78,8072.284,-89.526
57.83,8067.806,-89.584
57.88,8063.326,-89.643
57.93,8058.842,-89.702
57.98,8054.356,-89.757
58.03,8049.866,-89.81
58.08,8045.375,-89.858
58.13,8040.881,-89.899
58.18,8036.385,-89.933
58.23,8031.887,-89.959
58.28,8027.389,-89.976
58.33,8022.89,-89.983
58.38,8018.391,-89.979
58.43,8013.892,-89.963
58.48,8009.395,-89.934
58.53,8004.899,-89.891
58.58,8000.406,-89.836
58.63,7995.916,-89.766
58.68,7991.43,-89.683
58.73,7986.948,-89.587
58.78,7982.471,-89.477
58.83,7978,-89.356
58.88,7973.536,-89.222
58.93,7969.078,-89.078
58.98,7964.628,-88.924
59.03,7960.186,-88.761
59.08,7955.752,-88.59
59.13,7951.327,-88.413
59.18,7946.911,-88.23
59.23,7942.504,-88.043
59.28,7938.107,-87.853
59.33,7933.719,-87.662
59.38,7929.34,-87.471
59.43,7924.972,-87.281
59.48,7920.612,-87.094
59.53,7916.262,-86.91
59.58,7911.921,-86.731
59.63,7907.589,-86.558
59.68,7903.265,-86.392
59.73,7898.95,-86.233
59.78,7894.642,-86.083
59.83,7890.341,-85.942
59.88,7886.047,-85.811
59.93,7881.76,-85.69
59.98,7877.478,-85.578
60.03,7873.202,-85.477
60.08,7868.93,-85.386
60.13,7864.663,-85.304
60.18,7860.4,-85.231
60.23,7856.14,-85.168
60.28,7851.883,-85.112
60.33,7847.629,-85.064
60.38,7843.377,-85.022
60.43,7839.126,-84.985
60.48,7834.878,-84.953
60.53,7830.631,-84.924
60.58,7826.385,-84.897
60.63,7822.141,-84.871
60.68,7817.898,-84.844
60.73,7813.657,-84.816
60.78,7809.417,-84.784
60.83,7805.179,-84.748
60.88,7800.942,-84.707
60.93,7796.708,-84.659
60.98,7792.476,-84.604
61.03,7788.248,-84.539
61.08,7784.023,-84.466
61.13,7779.801,-84.382
61.18,7775.585,-84.287
61.23,7771.373,-84.181
61.28,7767.167,-84.064
61.33,7762.967,-83.935
61.38,7758.773,-83.793
61.43,7754.587,-83.64
61.48,7750.409,-83.476
61.53,7746.24,-83.301
61.58,7742.08,-83.115
61.63,7737.929,-82.919
61.68,7733.788,-82.715
61.73,7729.657,-82.504
61.78,7725.538,-82.286
61.83,7721.429,-82.062
61.88,7717.331,-81.835
61.93,7713.245,-81.604
61.98,7709.171,-81.373
62.03,7705.108,-81.141
62.08,7701.057,-80.91
62.13,7697.017,-80.681
62.18,7692.989,-80.456
62.23,7688.971,-80.236
62.28,7684.965,-80.021
62.33,7680.969,-79.813
62.38,7676.984,-79.612
62.43,7673.008,-79.419
62.48,7669.042,-79.236
62.53,7665.084,-79.061
62.58,7661.135,-78.896
62.63,7657.194,-78.741
62.68,7653.261,-78.596
62.73,7649.335,-78.461
62.78,7645.415,-78.335
62.83,7641.501,-78.219
62.88,7637.593,-78.111
62.93,7633.69,-78.012
62.98,7629.791,-77.921
63.03,7625.898,-77.836
63.08,7622.008,-77.757
63.13,7618.122,-77.683
63.18,7614.239,-77.614
63.23,7610.36,-77.547
63.28,7606.485,-77.481
63.33,7602.612,-77.417
63.38,7598.743,-77.352
63.43,7594.877,-77.285
63.48,7591.014,-77.216
63.53,7587.155,-77.143
63.58,7583.3,-77.065
63.63,7579.449,-76.982
63.68,7575.602,-76.891
63.73,7571.76,-76.793
63.78,7567.923,-76.686
63.83,7564.092,-76.57
63.88,7560.266,-76.445
63.93,7556.447,-76.31
63.98,7552.635,-76.165
64.03,7548.831,-76.01
64.08,7545.035,-75.845
64.13,7541.247,-75.671
64.18,7537.468,-75.487
64.23,7533.698,-75.295
64.28,7529.938,-75.095
64.33,7526.189,-74.887
64.38,7522.45,-74.674
64.43,7518.721,-74.455
64.48,7515.004,-74.232
64.53,7511.298,-74.005
64.58,7507.604,-73.776
64.63,7503.921,-73.546
64.68,7500.249,-73.315
64.73,7496.589,-73.086
64.78,7492.941,-72.859
64.83,7489.303,-72.634
64.88,7485.677,-72.414
64.93,7482.062,-72.199
64.98,7478.457,-71.989
65.03,7474.863,-71.786
65.08,7471.278,-71.591
65.13,7467.704,-71.402
65.18,7464.138,-71.222
65.23,7460.581,-71.051
65.28,7457.033,-70.888
65.33,7453.492,-70.734
65.38,7449.959,-70.59
65.43,7446.433,-70.454
65.48,7442.914,-70.326
65.53,7439.4,-70.207
65.58,7435.893,-70.096
65.63,7432.391,-69.993
65.68,7428.893,-69.896
65.73,7425.401,-69.805
65.78,7421.913,-69.719
65.83,7418.429,-69.638
65.88,7414.949,-69.561
65.93,7411.473,-69.486
65.98,7408,-69.413
66.03,7404.531,-69.341
66.08,7401.066,-69.268
66.13,7397.605,-69.194
66.18,7394.147,-69.117
66.23,7390.693,-69.038
66.28,7387.243,-68.954
66.33,7383.798,-68.865
66.38,7380.357,-68.771
66.43,7376.921,-68.67
66.48,7373.49,-68.562
66.53,7370.065,-68.448
66.58,7366.645,-68.325
66.63,7363.232,-68.195
66.68,7359.826,-68.057
66.73,7356.427,-67.911
66.78,7353.035,-67.758
66.83,7349.651,-67.596
66.88,7346.275,-67.428
66.93,7342.908,-67.253
66.98,7339.55,-67.072
67.03,7336.201,-66.886
67.08,7332.862,-66.695
67.13,7329.532,-66.5
67.18,7326.212,-66.301
67.23,7322.902,-66.101
67.28,7319.602,-65.899
67.33,7316.312,-65.696
67.38,7313.032,-65.494
67.43,7309.762,-65.292
67.48,7306.503,-65.093
67.53,7303.253,-64.896
67.58,7300.013,-64.703
67.63,7296.783,-64.514
67.68,7293.562,-64.33
67.73,7290.35,-64.151
67.78,7287.146,-63.979
67.83,7283.952,-63.812
67.88,7280.765,-63.653
67.93,7277.586,-63.501
67.98,7274.415,-63.356
68.03,7271.251,-63.218
68.08,7268.093,-63.088
68.13,7264.942,-62.965
68.18,7261.796,-62.85
68.23,7258.657,-62.741
68.28,7255.522,-62.639
68.33,7252.393,-62.543
68.38,7249.268,-62.453
68.43,7246.147,-62.367
68.48,7243.031,-62.287
68.53,7239.918,-62.21
68.58,7236.81,-62.137
68.63,7233.705,-62.066
68.68,7230.603,-61.997
68.73,7227.505,-61.929
68.78,7224.41,-61.862
68.83,7221.319,-61.794
68.88,7218.231,-61.725
68.93,7215.146,-61.654
68.98,7212.065,-61.58
69.03,7208.988,-61.504
69.08,7205.915,-61.423
69.13,7202.846,-61.338
69.18,7199.781,-61.249
69.23,7196.721,-61.155
69.28,7193.666,-61.055
69.33,7190.616,-60.95
69.38,7187.571,-60.839
69.43,7184.532,-60.723
69.48,7181.499,-60.6
69.53,7178.472,-60.473
69.58,7175.452,-60.34
69.63,7172.438,-60.202
69.68,7169.432,-60.06
69.73,7166.432,-59.913
69.78,7163.44,-59.764
69.83,7160.456,-59.611
69.88,7157.479,-59.456
69.93,7154.51,-59.299
69.98,7151.55,-59.141
70.03,7148.596,-58.982
70.08,7145.651,-58.823
70.13,7142.714,-58.666
70.18,7139.785,-58.509
70.23,7136.863,-58.355
70.28,7133.949,-58.203
70.33,7131.043,-58.055
70.38,7128.144,-57.909
70.43,7125.252,-57.768
70.48,7122.367,-57.631
70.53,7119.489,-57.499
70.58,7116.617,-57.373
70.63,7113.751,-57.252
70.68,7110.891,-57.137
70.73,7108.037,-57.028
70.78,7105.189,-56.925
70.83,7102.345,-56.827
70.88,7099.506,-56.736
70.93,7096.671,-56.65
70.98,7093.841,-56.57
71.03,7091.014,-56.495
71.08,7088.191,-56.425
71.13,7085.371,-56.36
71.18,7082.555,-56.298
71.23,7079.742,-56.24
71.28,7076.931,-56.186
71.33,7074.123,-56.134
71.38,7071.318,-56.084
71.43,7068.515,-56.036
71.48,7065.714,-55.989
71.53,7062.916,-55.942
71.58,7060.12,-55.894
71.63,7057.326,-55.846
71.68,7054.535,-55.796
71.73,7051.747,-55.745
71.78,7048.961,-55.691
71.83,7046.178,-55.634
71.88,7043.397,-55.575
71.93,7040.62,-55.512
71.98,7037.846,-55.445
72.03,7035.076,-55.374
72.08,7032.309,-55.298
72.13,7029.546,-55.219
72.18,7026.787,-55.136
72.23,7024.032,-55.048
72.28,7021.282,-54.955
72.33,7018.537,-54.859
72.38,7015.797,-54.758
72.43,7013.061,-54.655
72.48,7010.331,-54.548
72.53,7007.606,-54.439
72.58,7004.887,-54.326
72.63,7002.174,-54.212
72.68,6999.466,-54.096
72.73,6996.764,-53.979
72.78,6994.068,-53.861
72.83,6991.378,-53.744
72.88,6988.694,-53.627
72.93,6986.016,-53.511
72.98,6983.343,-53.396
73.03,6980.676,-53.283
73.08,6978.014,-53.172
73.13,6975.359,-53.063
73.18,6972.708,-52.957
73.23,6970.063,-52.855
73.28,6967.423,-52.756
73.33,6964.787,-52.662
73.38,6962.156,-52.572
73.43,6959.53,-52.487
73.48,6956.908,-52.406
73.53,6954.289,-52.33
73.58,6951.674,-52.258
73.63,6949.063,-52.191
73.68,6946.455,-52.128
73.73,6943.85,-52.07
73.78,6941.248,-52.017
73.83,6938.649,-51.968
73.88,6936.051,-51.923
73.93,6933.456,-51.882
73.98,6930.863,-51.843
74.03,6928.272,-51.808
74.08,6925.682,-51.774
74.13,6923.094,-51.744
74.18,6920.508,-51.714
74.23,6917.923,-51.686
74.28,6915.339,-51.659
74.33,6912.757,-51.632
74.38,6910.176,-51.604
74.43,6907.597,-51.576
74.48,6905.019,-51.546
74.53,6902.442,-51.516
74.58,6899.867,-51.484
74.63,6897.294,-51.451
74.68,6894.722,-51.415
74.73,6892.152,-51.376
74.78,6889.584,-51.334
74.83,6887.019,-51.289
74.88,6884.456,-51.241
74.93,6881.895,-51.19
74.98,6879.337,-51.135
75.03,6876.781,-51.077
75.08,6874.229,-51.015
75.13,6871.68,-50.95
75.18,6869.134,-50.882
75.23,6866.592,-50.811
75.28,6864.053,-50.738
75.33,6861.518,-50.663
75.38,6858.987,-50.585
75.43,6856.459,-50.506
75.48,6853.936,-50.426
75.53,6851.417,-50.345
75.58,6848.902,-50.263
75.63,6846.391,-50.181
75.68,6843.884,-50.1
75.73,6841.381,-50.019
75.78,6838.882,-49.94
75.83,6836.387,-49.862
75.88,6833.895,-49.786
75.93,6831.408,-49.711
75.98,6828.924,-49.639
76.03,6826.444,-49.57
76.08,6823.967,-49.503
76.13,6821.494,-49.44
76.18,6819.023,-49.38
76.23,6816.556,-49.323
76.28,6814.091,-49.27
76.33,6811.629,-49.221
76.38,6809.169,-49.176
76.43,6806.711,-49.134
76.48,6804.255,-49.096
76.53,6801.801,-49.062
76.58,6799.349,-49.031
76.63,6796.898,-49.004
76.68,6794.449,-48.98
76.73,6792,-48.959
76.78,6789.553,-48.942
76.83,6787.106,-48.927
76.88,6784.66,-48.914
76.93,6782.214,-48.903
76.98,6779.77,-48.894
77.03,6777.325,-48.886
77.08,6774.881,-48.879
77.13,6772.437,-48.873
77.18,6769.994,-48.866
77.23,6767.55,-48.86
77.28,6765.108,-48.853
77.33,6762.665,-48.846
77.38,6760.223,-48.837
77.43,6757.781,-48.827
77.48,6755.34,-48.815
77.53,6752.9,-48.801
77.58,6750.46,-48.784
77.63,6748.022,-48.765
77.68,6745.584,-48.744
77.73,6743.147,-48.72
77.78,6740.712,-48.693
77.83,6738.278,-48.663
77.88,6735.846,-48.631
77.93,6733.415,-48.596
77.98,6730.986,-48.558
78.03,6728.559,-48.517
78.08,6726.135,-48.475
78.13,6723.712,-48.431
78.18,6721.292,-48.384
78.23,6718.873,-48.336
78.28,6716.458,-48.287
78.33,6714.045,-48.237
78.38,6711.634,-48.185
78.43,6709.226,-48.133
78.48,6706.821,-48.081
78.53,6704.418,-48.028
78.58,6702.018,-47.976
78.63,6699.621,-47.925
78.68,6697.226,-47.874
78.73,6694.833,-47.825
78.78,6692.443,-47.777
78.83,6690.055,-47.731
78.88,6687.67,-47.686
78.93,6685.287,-47.644
78.98,6682.906,-47.604
79.03,6680.526,-47.567
79.08,6678.149,-47.531
79.13,6675.773,-47.499
79.18,6673.399,-47.469
79.23,6671.026,-47.442
79.28,6668.655,-47.418
79.33,6666.284,-47.398
79.38,6663.915,-47.38
79.43,6661.546,-47.366
79.48,6659.178,-47.354
79.53,6656.811,-47.346
79.58,6654.444,-47.34
79.63,6652.077,-47.336
79.68,6649.71,-47.335
79.73,6647.343,-47.335
79.78,6644.976,-47.337
79.83,6642.609,-47.341
79.88,6640.242,-47.346
79.93,6637.875,-47.353
79.98,6635.507,-47.361
80.03,6633.139,-47.369
80.08,6630.77,-47.376
80.13,6628.401,-47.384
80.18,6626.032,-47.392
80.23,6623.662,-47.399
80.28,6621.292,-47.405
80.33,6618.921,-47.41
80.38,6616.551,-47.413
80.43,6614.18,-47.416
80.48,6611.809,-47.417
80.53,6609.438,-47.415
80.58,6607.068,-47.412
80.63,6604.697,-47.406
80.68,6602.327,-47.399
80.73,6599.957,-47.39
80.78,6597.588,-47.379
80.83,6595.22,-47.365
80.88,6592.852,-47.35
80.93,6590.485,-47.332
80.98,6588.119,-47.311
81.03,6585.754,-47.288
81.08,6583.39,-47.264
81.13,6581.027,-47.239
81.18,6578.666,-47.212
81.23,6576.306,-47.184
81.28,6573.948,-47.154
81.33,6571.591,-47.123
81.38,6569.235,-47.091
81.43,6566.881,-47.058
81.48,6564.529,-47.026
81.53,6562.179,-46.993
81.58,6559.83,-46.961
81.63,6557.483,-46.93
81.68,6555.137,-46.899
81.73,6552.793,-46.87
81.78,6550.45,-46.842
81.83,6548.109,-46.815
81.88,6545.769,-46.79
81.93,6543.43,-46.767
81.98,6541.092,-46.745
82.03,6538.755,-46.726
82.08,6536.419,-46.709
82.13,6534.084,-46.693
82.18,6531.75,-46.68
82.23,6529.416,-46.669
82.28,6527.083,-46.66
82.33,6524.75,-46.653
82.38,6522.418,-46.649
82.43,6520.085,-46.647
82.48,6517.753,-46.648
82.53,6515.42,-46.651
82.58,6513.088,-46.656
82.63,6510.755,-46.663
82.68,6508.421,-46.672
82.73,6506.088,-46.682
82.78,6503.753,-46.694
82.83,6501.418,-46.707
82.88,6499.082,-46.722
82.93,6496.746,-46.738
82.98,6494.409,-46.755
83.03,6492.07,-46.772
83.08,6489.731,-46.79
83.13,6487.391,-46.807
83.18,6485.051,-46.825
83.23,6482.709,-46.842
83.28,6480.366,-46.858
83.33,6478.023,-46.874
83.38,6475.679,-46.889
83.43,6473.334,-46.903
83.48,6470.989,-46.916
83.53,6468.643,-46.928
83.58,6466.296,-46.938
83.63,6463.949,-46.946
83.68,6461.601,-46.953
83.73,6459.254,-46.957
83.78,6456.906,-46.96
83.83,6454.558,-46.961
83.88,6452.21,-46.96
83.93,6449.862,-46.958
83.98,6447.514,-46.953
84.03,6445.166,-46.947
84.08,6442.819,-46.94
84.13,6440.472,-46.93
84.18,6438.126,-46.92
84.23,6435.78,-46.909
84.28,6433.435,-46.896
84.33,6431.091,-46.882
84.38,6428.747,-46.867
84.43,6426.404,-46.851
84.48,6424.062,-46.835
84.53,6421.721,-46.819
84.58,6419.38,-46.802
84.63,6417.04,-46.785
84.68,6414.702,-46.768
84.73,6412.364,-46.751
84.78,6410.027,-46.734
84.83,6407.69,-46.718
84.88,6405.355,-46.703
84.93,6403.02,-46.689
84.98,6400.686,-46.676
85.03,6398.352,-46.664
85.08,6396.019,-46.653
85.13,6393.687,-46.644
85.18,6391.355,-46.637
85.23,6389.023,-46.631
85.28,6386.692,-46.627
85.33,6384.36,-46.625
85.38,6382.029,-46.624
85.43,6379.698,-46.625
85.48,6377.367,-46.627
85.53,6375.035,-46.63
85.58,6372.704,-46.634
85.63,6370.372,-46.64
85.68,6368.04,-46.647
85.73,6365.707,-46.655
85.78,6363.374,-46.665
85.83,6361.041,-46.674
85.88,6358.707,-46.685
85.93,6356.372,-46.695
85.98,6354.037,-46.707
86.03,6351.701,-46.719
86.08,6349.365,-46.731
86.13,6347.028,-46.743
86.18,6344.691,-46.756
86.23,6342.353,-46.768
86.28,6340.014,-46.78
86.33,6337.675,-46.792
86.38,6335.335,-46.803
86.43,6332.995,-46.813
86.48,6330.654,-46.822
86.53,6328.312,-46.83
86.58,6325.971,-46.837
86.63,6323.629,-46.843
86.68,6321.286,-46.847
86.73,6318.944,-46.85
86.78,6316.601,-46.852
86.83,6314.259,-46.853
86.88,6311.916,-46.852
86.93,6309.574,-46.85
86.98,6307.231,-46.847
87.03,6304.889,-46.843
87.08,6302.547,-46.838
87.13,6300.205,-46.831
87.18,6297.864,-46.824
87.23,6295.523,-46.816
87.28,6293.182,-46.807
87.33,6290.842,-46.798
87.38,6288.502,-46.788
87.43,6286.163,-46.779
87.48,6283.825,-46.769
87.53,6281.486,-46.759
87.58,6279.149,-46.75
87.63,6276.811,-46.741
87.68,6274.475,-46.732
87.73,6272.138,-46.725
87.78,6269.802,-46.718
87.83,6267.466,-46.712
87.88,6265.131,-46.706
87.93,6262.796,-46.702
87.98,6260.461,-46.7
88.03,6258.126,-46.698
88.08,6255.791,-46.697
88.13,6253.456,-46.697
88.18,6251.121,-46.699
88.23,6248.786,-46.702
88.28,6246.451,-46.707
88.33,6244.115,-46.713
88.38,6241.779,-46.72
88.43,6239.443,-46.729
88.48,6237.107,-46.738
88.53,6234.769,-46.749
88.58,6232.432,-46.761
88.63,6230.093,-46.774
88.68,6227.754,-46.789
88.73,6225.414,-46.804
88.78,6223.074,-46.819
88.83,6220.732,-46.835
88.88,6218.39,-46.852
88.93,6216.047,-46.869
88.98,6213.703,-46.887
89.03,6211.359,-46.904
89.08,6209.013,-46.921
89.13,6206.666,-46.938
89.18,6204.319,-46.954
89.23,6201.971,-46.969
89.28,6199.622,-46.984
89.33,6197.273,-46.997
89.38,6194.923,-47.01
89.43,6192.572,-47.022
89.48,6190.22,-47.033
89.53,6187.869,-47.042
89.58,6185.516,-47.049
89.63,6183.164,-47.055
89.68,6180.811,-47.06
89.73,6178.458,-47.064
89.78,6176.104,-47.066
89.83,6173.751,-47.068
89.88,6171.398,-47.067
89.93,6169.044,-47.066
89.98,6166.691,-47.064
90.03,6164.338,-47.06
90.08,6161.985,-47.056
90.13,6159.632,-47.05
90.18,6157.28,-47.043
90.23,6154.928,-47.035
90.28,6152.577,-47.027
90.33,6150.225,-47.018
90.38,6147.875,-47.01
90.43,6145.524,-47
90.48,6143.175,-46.99
90.53,6140.825,-46.981
90.58,6138.477,-46.973
90.63,6136.128,-46.964
90.68,6133.78,-46.956
90.73,6131.432,-46.949
90.78,6129.085,-46.942
90.83,6126.738,-46.937
90.88,6124.392,-46.931
90.93,6122.045,-46.927
90.98,6119.699,-46.924
91.03,6117.353,-46.923
91.08,6115.007,-46.923
91.13,6112.66,-46.924
91.18,6110.314,-46.926
91.23,6107.968,-46.93
91.28,6105.621,-46.935
91.33,6103.274,-46.941
91.38,6100.927,-46.95
91.43,6098.579,-46.959
91.48,6096.231,-46.969
91.53,6093.882,-46.981
91.58,6091.533,-46.994
91.63,6089.183,-47.007
91.68,6086.832,-47.021
91.73,6084.481,-47.036
91.78,6082.129,-47.051
91.83,6079.776,-47.067
91.88,6077.422,-47.084
91.93,6075.067,-47.1
91.98,6072.712,-47.117
92.03,6070.356,-47.134
92.08,6067.998,-47.151
92.13,6065.64,-47.167
92.18,6063.282,-47.183
92.23,6060.922,-47.199
92.28,6058.562,-47.213
92.33,6056.201,-47.227
92.38,6053.839,-47.241
92.43,6051.477,-47.254
92.48,6049.114,-47.266
92.53,6046.75,-47.276
92.58,6044.386,-47.285
92.63,6042.022,-47.292
92.68,6039.657,-47.299
92.73,6037.292,-47.303
92.78,6034.927,-47.306
92.83,6032.561,-47.308
92.88,6030.196,-47.309
92.93,6027.83,-47.309
92.98,6025.465,-47.307
93.03,6023.1,-47.305
93.08,6020.735,-47.301
93.13,6018.37,-47.296
93.18,6016.005,-47.29
93.23,6013.641,-47.285
93.28,6011.276,-47.278
93.33,6008.913,-47.272
93.38,6006.549,-47.265
93.43,6004.186,-47.257
93.48,6001.824,-47.249
93.53,5999.461,-47.241
93.58,5997.099,-47.233
93.63,5994.738,-47.224
93.68,5992.377,-47.216
93.73,5990.016,-47.208
93.78,5987.656,-47.2
93.83,5985.296,-47.193
93.88,5982.937,-47.186
93.93,5980.578,-47.181
93.98,5978.219,-47.176
94.03,5975.86,-47.171
94.08,5973.502,-47.168
94.13,5971.143,-47.166
94.18,5968.785,-47.166
94.23,5966.427,-47.166
94.28,5964.068,-47.167
94.33,5961.71,-47.169
94.38,5959.352,-47.172
94.43,5956.993,-47.176
94.48,5954.634,-47.181
94.53,5952.275,-47.187
94.58,5949.915,-47.194
94.63,5947.555,-47.201
94.68,5945.195,-47.209
94.73,5942.834,-47.217
94.78,5940.473,-47.226
94.83,5938.112,-47.236
94.88,5935.75,-47.245
94.93,5933.387,-47.255
94.98,5931.024,-47.265
95.03,5928.661,-47.275
95.08,5926.297,-47.285
95.13,5923.932,-47.295
95.18,5921.567,-47.304
95.23,5919.202,-47.312
95.28,5916.836,-47.32
95.33,5914.47,-47.328
95.38,5912.103,-47.334
95.43,5909.737,-47.34
95.48,5907.369,-47.346
95.53,5905.002,-47.351
95.58,5902.634,-47.355
95.63,5900.266,-47.357
95.68,5897.899,-47.359
95.73,5895.531,-47.36
95.78,5893.163,-47.36
95.83,5890.795,-47.359
95.88,5888.427,-47.357
95.93,5886.059,-47.353
95.98,5883.691,-47.349
96.03,5881.324,-47.344
96.08,5878.957,-47.338
96.13,5876.59,-47.331
96.18,5874.224,-47.324
96.23,5871.858,-47.316
96.28,5869.492,-47.308
96.33,5867.127,-47.3
96.38,5864.762,-47.291
96.43,5862.398,-47.282
96.48,5860.034,-47.273
96.53,5857.671,-47.264
96.58,5855.308,-47.254
96.63,5852.945,-47.246
96.68,5850.583,-47.237
96.73,5848.222,-47.229
96.78,5845.86,-47.222
96.83,5843.499,-47.214
96.88,5841.139,-47.207
96.93,5838.779,-47.201
96.98,5836.419,-47.195
97.03,5834.059,-47.189
97.08,5831.7,-47.185
97.13,5829.341,-47.181
97.18,5826.982,-47.177
97.23,5824.623,-47.173
97.28,5822.264,-47.171
97.33,5819.906,-47.169
97.38,5817.548,-47.167
97.43,5815.189,-47.166
97.48,5812.831,-47.166
97.53,5810.473,-47.167
97.58,5808.114,-47.168
97.63,5805.756,-47.169
97.68,5803.397,-47.171
97.73,5801.039,-47.173
97.78,5798.68,-47.175
97.83,5796.321,-47.177
97.88,5793.962,-47.18
97.93,5791.603,-47.182
97.98,5789.244,-47.184
98.03,5786.885,-47.186
98.08,5784.525,-47.188
98.13,5782.166,-47.19
98.18,5779.806,-47.191
98.23,5777.447,-47.192
98.28,5775.087,-47.192
98.33,5772.728,-47.193
98.38,5770.368,-47.192
98.43,5768.008,-47.191
98.48,5765.649,-47.19
98.53,5763.29,-47.187
98.58,5760.93,-47.185
98.63,5758.571,-47.182
98.68,5756.212,-47.179
98.73,5753.853,-47.174
98.78,5751.495,-47.169
98.83,5749.136,-47.163
98.88,5746.778,-47.157
98.93,5744.421,-47.149
98.98,5742.063,-47.142
99.03,5739.706,-47.134
99.08,5737.35,-47.125
99.13,5734.994,-47.117
99.18,5732.638,-47.109
99.23,5730.283,-47.1
99.28,5727.928,-47.091
99.33,5725.574,-47.082
99.38,5723.22,-47.072
99.43,5720.867,-47.062
99.48,5718.514,-47.053
99.53,5716.161,-47.043
99.58,5713.81,-47.033
99.63,5711.458,-47.024
99.68,5709.107,-47.015
99.73,5706.757,-47.006
99.78,5704.407,-46.997
99.83,5702.057,-46.989
99.88,5699.708,-46.981
99.93,5697.359,-46.974
99.98,5695.01,-46.966
100.03,5692.662,-46.959
100.08,5690.314,-46.954
100.13,5687.967,-46.949
100.18,5685.62,-46.944
100.23,5683.272,-46.94
100.28,5680.926,-46.936
100.33,5678.579,-46.932
100.38,5676.232,-46.929
100.43,5673.886,-46.927
100.48,5671.54,-46.925
100.53,5669.193,-46.923
100.58,5666.847,-46.922
100.63,5664.501,-46.921
100.68,5662.155,-46.921
100.73,5659.809,-46.921
100.78,5657.463,-46.921
100.83,5655.117,-46.922
100.88,5652.771,-46.922
100.93,5650.425,-46.922
100.98,5648.079,-46.923
101.03,5645.733,-46.923
101.08,5643.386,-46.923
101.13,5641.04,-46.924
101.18,5638.694,-46.923
101.23,5636.348,-46.922
101.28,5634.002,-46.92
101.33,5631.656,-46.919
101.38,5629.31,-46.916
101.43,5626.964,-46.913
101.48,5624.619,-46.909
101.53,5622.273,-46.906
101.58,5619.928,-46.901
101.63,5617.583,-46.897
101.68,5615.239,-46.892
101.73,5612.894,-46.887
101.78,5610.55,-46.881
101.83,5608.206,-46.874
101.88,5605.862,-46.867
101.93,5603.519,-46.86
101.98,5601.177,-46.851
102.03,5598.834,-46.842
102.08,5596.492,-46.832
102.13,5594.151,-46.822
102.18,5591.81,-46.811
